id,title,numviews
395ae7f9c08e4b73baeae062642c0c5a,ValveGuides_secured,440
39aad73151164b2a9f0ea9a27dd20191,intro2gis,25
39c29088554442688d2c796fc2f030f6,WebMapDB4,9
39e4050e2697468892ba258c46b00390,Customer Premises,137
3a4ef3dd063b45559a43780db98bf68e,Intro to GIS Data,29
3aa10438e1b1478d89748ee2fecd8dc0,REL_SCD_PM_PS_edit_secured,371
3b31314ea82649ba89b259a835c7dcfb,Portal Map,26
3b798a77b5414a0ab0d2160072d02713,Condition Assessment,91
3b9e3fa7ada7429a8cbb5b6f085fa09a,hrsd_public,483
3c06e19643f44817811ce379f1614b09,ProjectNotifications_PnP,71
3c6e3543c5ea4c0495c997fac31c3ba5,Monitoring Layers,122
3d167aa99715451bbbf90f6230bb2a12,customer_premise,93
3d2aa22ad3a9424f8304172cd3adcfe8,North Shore PM-DB4,191
3d2bdd742c11401590177ff64ae43ac2,created data map,36
3d2f8da79f894b3bb4c93a535344aa66,LOCALITY_Parcels_PnP,7918
3d4bbcb90a1e4a07806c3de1d59a8b4a,Operation View,29
3d84a7ddd4a64b81bdcabd8063c270c5,SS_INT_ValveOps_edit_secured_DB4,12
3e449d4a47d54288a5d2e7352a8f6bde,Monitoring_Sites_MMP_HRSD,29
3e79a57545504e6eba4ca884aec3e955,Intro 2 GIS 2D,25
3e8e7abd0736425eb95b91666e2c71eb,AGOL National Geographic Basemap,3265
3fa6f4b808d046858d91d2f9b90f2e73,intro to Gis Created Data,25
3fc1ef1bdfa146a29db29703113a8425,TP_Details_Buildings_PnP,61
40ceeb3976354e728f0ec6dee8b44ada,CIS - Zone Review (app),27
40df7fba83ae4a89a155c3ff9d986c4b,Intro to GIS Created Data,26
4127023c43ae433da21ef6f27922b9b8,MWF Service / Travel Time,25
4145eecbc6f14562b47cde6064837c36,NS ROW Maintenance-DB4,23
417f2ca9f68a4325b5933963a70f7fe9,ProjectNotifications_edit_secured,44
418c6c8a232246fbb940e7561890c6ee,Overflows,75
4197443a3382433e904ba227cd470b01,TMDL_Watershed_ChesBay_PnP,1233
42e171f74bb0451d834a7835397e9ab5,SSGIS_Discrepancies_test,26
43b21f37298140398b94e4c229b86ff3,SS Preventive Maintenance Map-DB4,347
43ba52bca3f24586a2859a99c1b3fc29,Monitoring_Pressure_PI_Link,29
43c8102290ae4b8ab204b2890153d194,SWIFT Sites,224
444e5e35bf2f48a4aa460745e80f10ef,Payment Locations,4338
448b00f434be433aab52b4a5fbf730c5,Marina Pump Out - Public,534
44bf6563f8764bf08c8363d1af60bc9c,Land Application - Viewer,162
44cbabeb88d54b7ba76ad96752cd18b0,NS_PM_PSWW_edit_secured_2,42
44eed73e84b94d749eff9210e9cebfb6,P3 Facilities App,25
46c4275b20bd487c9083e07b844ac2e8,HRSD Dispatch Webmap HRSDSS - MWWEB2,33
46e68b3e1316452da288d6a27ecc0d22,North Shore Dispatcher - Dev,163
47a65e2f505040f69520b1a3445017ff,AI GPS Positions,85
47b92babeb0c4aa682e1606804216cc5,SCADA_Towers_PnP,130
47b983e420874438a24c7bf6818713f0,FieldActivitiesTest,27
47f0b09ffa474cd8926ae1cc318dc4eb,AtlanticCoastPipeline_PnP,14
4813976613394afb9ae399c5aa846688,SCD - Pump Station Inspection Log,387
4840197a8cfd4b93bf420fb9633320be,LandApplications_NewBuffer_edit_secured,131
488032a4b9274677b63ec9be3df940c1,TSD_SamplingSites_edit_secured-ags2,23
48c53cf670b74cf8986fbc425c87210d,HRSD Dispatch Webmap SUFFOLK - MWDEV1,75
493e9587c4ef47c0949a8499319aeb23,Modeling_HART_PnP,26
49ce09af78a9494a81a1778daae7097c,NS_INT_GravitySpecialNotes_secured,11
4a05f3433c2c4ed3bd1b3e29f84e6ca3,Modeling_BaseModel_PnP,777
4a19fcdc5d89432bbe331086928d45a6,MWTST1 -- HRSD Dispatch Webmap HRSDSS - CCB25 TEST ,16
4a4ebcfae67c4050a84927f26350d4c5,NS_INT_GravityCleaning_edit_secured,110
4a8f244547d94c6e8c8c1f09a9e0a6d1,SS PM History,33
4aeb3aeb2e444fd68ebdcddf20e2369b,DamageAssessment_Inspections_edit_AGOL2,201
4b69e2b25e6e4ad09800654881902a28,SWIFT_PrivateMetered_PnP,56
4b6d954f20d14035b1bd5520b5f1d7f1,Monitoring_Pressure_PI_Link,29
4bd863d42cba4d88ab24530826686efe,NS_INT_GravityCleaning_edit_secured,2571
4c38625d4ca34347aebb4bdd679f34f4,Monitoring PI Live Data - (LLS Version) - NS,82
4c5a5baa82f1448885bf0bd891b0e3e7,Intro to GIS,20
4c983c689f224af78e64f8ba4a233862,HRSD__Interceptor_Details_PnP,8353
4d586252d2d34a91a3dfc01a5837c1db,intro to Gis Created Data,26
4d76e80540ca4d38a8d408cca8bb02cf,SSGIS_TargetedAssets_Locality,51
4de7edce8f2c469d8b44618641e7c7ac,CCB2.5 MWWEB2 South Shore Dispatcher - Production,4902
4e0ffe54d1d64a21a0ed3c4d4cce9bde,FMAA -NS 2016 - Ongoing Status,133
4e6fe3bd065a45f1a6e822135c58acfc,INT_ConditionAssessment_FM2012_NS_PnP,26
4e7f20c1abde45e99a59cb9dcd837884,AGOL_data,25
4e814f52b4064fce9770338cfcbd621c,Route,28
4edc3bc40a2449468c64ebf0998c7123,HRSD Dispatch Webmap,2109
4f17ac98b2bf4f89a94bab7ebbc2e1f1,Payment Locations,28
4f1f918baa6845248f9ce3ce98182222,PlanSheets_Engineering_secured,153
4fc10748b0b840f9a0f5812604739b52,P3 Facilities,25
4ffbc6a9dea14e3a85b0d6cd84fad5bc,CCC_FieldActivity_FromAug2015,30
4ffbf0bcd8ba4767b1c809adbab261d2,Bacteria Impairement,25
5001fb7490024bccb6fddc6b8c480289,WQ_Impairments_Bacteria_Catch_PnP,72
50035e57c887482bb0f6c559661ca3e2,AGOL_Data,118
50224957d6f546a5a7393b09b81c461e,Monitor & Meter Editing,27
50c0a4dc8961426282488536e0597c19,HRPDC_Available_Parcels,11
51397d5a672b45968dff015d1902da3f,CCC_FieldActivity_FromAug2015,189
51d383e0a0ad426593161770b448d7eb,HRSD Dispatch Webmap HRSDNS - MWTST2,127
524a341d871e4d598914ea5dcf9bf4e5,Aerial Basemap With Street Labels,3632
52fe98a5e2fc4980ab0c6f3470fb8416,Intro to GIS Data,25
537c926f01f84976a03987b91fa2ae4e,P3 Facilities,364
538b620acefd40b588624c9f29b931b8,Before and After Map,551
54514379973c448c87c60c4cf3706c3f,HRSD_ValveGuides,150
551de6bcf8f5445dbc43890e761530cf,South Shore Dispatcher - MWTST2,121
55c3e0a2152f44b8a27fd119b32b726d,Nitrogen Mass Data JR,7
55ee4ae566934fbda3637d80b2937d14,YRTP_DTM_TilePackage,11
55f3e736bd824ff88ca7f429bd9ba1ad,Treatment Plant Details,59
5618330cb04a4d5ba31b7f2093c4d8ee,Odor Complaints - Sampling-DB4,17
56474274d7bc4e3d864a6bad4d885371,North Shore Gravity Inspection-DB4,104
568fc5499d6c49398edde7c57a53a6e5,TSD_StormwaterMonitoring_secured,7
569086958b724ee5b834d4e134dee4aa,NS_INT_GravityInspection_edit_secured,71
56bffd03ff9b466ca6bac2fce229bd65,Surry_Redlines,31
57148d74470543688928ce52f8e008b5,ArchiveTest2,33
574b4bc7f07a4d5eb69dbbfe342918a7,Monitoring_RainGauges,349
5770ba1cb8b04e1e8b7610d31a96ae15,NS_PM_PSWW_Labels_edit_secured,387
579030f701914d2784d6cbfca9935e7a,ValveGuides_HRSD,29
58200b7d2d094ebdb453043656fc9ece,ProjectTracking_Status_PnP,7206
5838c917893641558a08ad1d10cfc533,SCD - Service Call Log,486
58b2bf50124740d3a8f58ba6fa3ae698,SSGIS_SewerAssets_Locality_Active,1740
5924be7b5427443c84e3d4fb5eb8ad08,NS_PM_PSWW_edit_secured,383
59d82778f6a84b03b5417d73bbbb7797,Land Application - Field App-DB4,16
59fe8fd7d7e54b298ecbf7cac06848ac,Drainfields_Mass_PnP,73
5a2d6041a33144bab5d1211bdf3af7bb,Overflows - Locality SSOs,63
5a84c6fd91884ce094e6244820763cee,TSD_SamplingSites_PnP,4
5b6c7dbaf3b24a938516034e019c9747,newmonitoring_pi_to_gis_tide,29
5b8e33213aca4ea9af96e3b901350329,Hilton Beach Imagery - Do Not Modify,189
5db15b6105db49819824cbd0c3ea4cbb,Surry_ParcelResearch_edit_secured,25
5dd12f1ea9174aba972d164700db62cb,Marina Pump Outs - Public,26
5e1135564f6341249253e1158c6225ed,Water Sample Sites - Editor,470
5e44f6b17830472e890fa251dfbfbca9,CCC_FieldActivity_2016_Aug_Jul_Monthly,27
5f5a4caa5f6640d2848b0e4888903fd2,HRPDC_Available_Parcels,14
5f73f5a102d845feb09ece9015be5a1b,SSGIS_TargetedCatchments_RegionalRehab,81
6088cd7cf2164aa496b7e06cf0ff371f,MWF QC Web App,23
60a2d717ed854962b453c2c7c4dfe3fa,Customer Premises-Copy,8
6121a8c80c464ab1b60811edf0f21dd9,Intro 2 GIS Scene,25
6131e90e02ac48d495c6d39e7fb12b64,intro 2 GIS 2D,25
620f3058a8c642d487708ebb1b3d1de3,Test Map Webmap ID,29
62177ba28443452db5ac5066702bfc3d,Test_IndustrialWasteSites,30
621fe873a0fe45cfbf0fd90084caa2ec,Interceptor General Map - Aerial Photo Default (old),222
6273c850dd1a490387e7a9289d5372db,Sea Level Rise,121
62869e7a6e7544789720f7bceb0ad5c0,Treatment Plant Building Labels,35
62c5882e724547229da45f2b6ca6d1de,AquiferMap,334
62fd81467ac844afad6ccca8e4ea199d,Interceptor_ByTP_PnP,482
63d7d38e69784926859e413e209dc11b,P3_sample_sites_edit_secureDB4,6
6460ab68087e4846858f895172e3b4de,Test Field Activity Polygon Time Lapse,46
64fe8bdd98c14d4fb7032f8fa5140853,CCC_FieldActivity_2016_Aug_Jul_Monthly,52
652dffad20db42a791b3f4e4e8ac7fce,Marina Pump Out - Public,386
6531194150f344aca43ce7555379940d,Biosolids Application Map,202
655e8d827cb549d8815c7d57dbb518f5,intro 2 GIS 2D,37
66456406563948da981dac642e16d94a,a_edit Test map,34
667d7764280c481aaeeba87cbf89d2fc,Treatment Plant - York River,87
66c4c98ba53d45bf8bf15660c7024361,Hampton Roads Sanitation District,38
66fdea1a20c24a54b1e1920b586ccaf7,GeoFences,27
6765b6b76e6446db8ad57e8b6913b718,OSIsoftAddIn,64
6814cd121e894cfc9e1d53cc17b01ac4,HRSD SSGIS - Regional Sanitary Sewer Assets,25
686ff21a672e49ac8d5f8550812943cb,Dark Gray Canvas Base - CameronCopy,1
68c3967285c04a8eaaa3778648229934,Created Data Map,40
6956e3f652bb4615a47be88ee2a57d2a,gis,25
696a33ef1dae42af8be0b75ca5a3dccc,Intro2Gis,25
698d7a13b65e4b4f87751e21da4c0f70,NS_INT_GravityCleaning_edit_secured_DB4,9
69a216faeef74af29a4dbaafd50a71b9,HRSD SSGIS - Regional Sanitary Sewer Assets,35
69a668a4f45346f0b12a445a2a90945d,Intro to GIS,25
6a6e0b19a42549e798e192387e8afd4a,Valve Ops - Special Venting - NS,2409
6b1e438b103045c0a98001726fbe2a82,Field Activity Test,25
6b209ad6e6ce47fa8e5a2f8937159f01,York River Treatment Plant Web App,10
6b460626073340e2b46ec0a0aae8a424,Interceptor System Map,7006
6b9a43af92844ef0976c4e2716a8f7a8,Hydraulic Model,794
6bc2c6e389dd42299a0f57c66b614861,Land Application - Field App,143
6c14a85024e542dc9979be882f8a8d17,Project Construction Status - HRSD,291
6c24b7cefe464aeb89798a3076afbf79,CIS_InspectorZones,8
6c2d75ce85034c95a3368c1bc9cf42e5,Monitoring_Pressure_NoRealTime,29
6d0fb7441fc7464ca8635d5179d6fff1,Modeling Pressure Policy,97
6d16b74e8d3646a499e916c33f9d66bc,DamageAssessment_Inspections_edit_AGOL,35
6d20523694ce43808c72ce4b2d3910c7,Flood and Hurricane Surge Map,25
6d3ea886397e48be8c0b6fb54e5606eb,Extract Parcels Map,56
6d8817b723604c8ca02127333c6ec9a7,Workspace Locator,340
6dc74187389646f684b6959d4d60356e,Marina Pump Out - Public New,36
6dd6b6c146cd46ec9b313c46880fd874,NS_ROW_AccessPoint_edit,207
6df1797554444fb199f0feff63b37ee4,filter,9
6dfac57d5cf4405c9bccf828d7d16466,NS_INT_GravityInspection_edit_secured_DB4,86
6e57edf54811419eb882a32e2882a420,Intro 2 GIS Scene,32
6ec5c0ae21ca4debb4fdba6e061ae57a,Overflows_LocalityAndHRSD_PnP,61
6fb096d613a14d90bab377785fa5e3d7,CIS_InspectorZones_PnP,117
7012dfc117e1466b92148daab7976b57,iPacs_Facilities_PnP,314
70907dc7ce8a4920a8e93d414e508cf4,Intro 2 GIS 2D,37
70c77ee144654de684175ebf7aa73d4f,Treatment Plants,64
71559647ce464f008ed38712f334c2c8,Web AppBuilder,44
716267ad56024513ab1f3dcc7e174416,Interceptor_UnderConstruction_PnP,7775
718686e1801c4b6abd9edbbf8e74df42,Surry_ParcelResearch_PnP,4724
71e2a96191b94d468e8f0af880e63118,SCADA_Sites_secured,42
7247f1ebd3f4458ea7e6b0a158c74864,DevelopmentProjects_PnPedit,32
72cfe49f1e964ac2819c2f4fa800efd6,Field_Test_Polygon,26
72de326447e645bfb0eb51c4f024d6cf,LocalityData_Suffolk,11
7471769e43ba436fabe8bb63103a90c3,hrsd_basemap__v2.0,35
7569918e9e8d42518e061451681f9166,payment_locations,4157
75e927eb261a41279424767438173cf4,Treatment Plant Buildings,30
76d902b27ee048068918fe3e0e97619c,newmonitoring_flow,328
774e8361e8f542db998c2e3b206acd51,CIS - Zone Review (app),25
775eac9e556a41f0a4197770497949e7,Mass Drainfields,33
778484d81376439097ffea9bcb40cd8a,P3 Facilities,268
787843a3512448ff8df5685b6e6b1af7,Intro to GIS Created Data,25
78fb8d36022f4468b861fc1567c1190c,HRSD Dispatch Webmap HRSDNS - MWDEV1,340
79597faafc6642428fa500cd084142fd,Customer Premises,161
7a28f1cab52842a5b3903dad09ddca9b,HRSD Dispatch Webmap HRSDNS - MWTST1,306
7a3ca2cff88047dd82ba1dac4eed866c,STEAM Data,245
7a6e509c4be84f61905ec2834b6d044e,Cathodic Protection - Wire Readings - SS,74
7ae78711462a4bd79c6a2a7bc3d4bd20,NS_INT_FMAA_edit_secured,848
7b074e408ae34ee4b98e21af124f7ec5,dispatchers_82ede4e6196a4268a86e148a2944e22e,25
7b178f8b451e408687510eb6dc3e8e65,created data map,27
