id,owner,created,modified,name,title,type,typeKeywords,description,tags,snippet,thumbnail,extent,spatialReference,accessInformation,licenseInfo,culture,url,access,size,listed,numComments,numRatings,avgRatings,numViews,itemURL
e21b1d007db6453e8b0585d2e7696974,AdminHRSD,2016-09-22,2017-05-19,,"Monitoring_LocationsMetersGauges_PnP",Map Service,"ArcGIS Server,Data,Dynamic,Map Service,Multilayer,Service",,pnp,"Monitoring Locations Meters Gauges PnP",,,102100,,,en-us,http://gis1:6080/arcgis/rest/services/pnp/Monitoring_LocationsMetersGauges_PnP/MapServer,public,0,False,0,0,0,7218,https://hrsd.maps.arcgis.com/home/item.html?id=e21b1d007db6453e8b0585d2e7696974
c2c61b10e16a4820aeb9173c36aee619,AdminHRSD,2016-09-22,2017-06-22,,"customer_premise_PnP",Map Service,"ArcGIS Server,Data,Dynamic,Map Service,Service,Singlelayer",,pnp,"Customer premise locations",,,102100,,,en-us,http://gis1:6080/arcgis/rest/services/pnp/customer_premise_PnP/MapServer,public,0,False,0,0,0,7217,https://hrsd.maps.arcgis.com/home/item.html?id=c2c61b10e16a4820aeb9173c36aee619
f844de17c2df4690bfa213622ff3bebd,AdminHRSD,2016-09-20,2017-05-19,,"ValveGuides_PnP",Map Service,"ArcGIS Server,Data,Dynamic,Map Service,Service,Singlelayer",,pnp,"Valve Guide outlines, URL link to PDF Valve Guides that DO NOT require authentication",,,102100,,,en-us,http://gis1:6080/arcgis/rest/services/pnp/ValveGuides_PnP/MapServer,public,0,False,0,0,0,7172,https://hrsd.maps.arcgis.com/home/item.html?id=f844de17c2df4690bfa213622ff3bebd
716267ad56024513ab1f3dcc7e174416,AdminHRSD,2016-09-22,2017-05-19,,"Interceptor_UnderConstruction_PnP",Map Service,"ArcGIS Server,Data,Dynamic,Map Service,Multilayer,Service",,pnp,"Interceptor assets under construction",,,102100,,,en-us,http://gis1:6080/arcgis/rest/services/pnp/Interceptor_UnderConstruction_PnP/MapServer,public,0,False,0,0,0,7134,https://hrsd.maps.arcgis.com/home/item.html?id=716267ad56024513ab1f3dcc7e174416
aa6989a6499747a1a46cc5d7a01ed644,AdminHRSD,2016-09-20,2017-05-19,,"PlanSheets_Engineering_PnP",Map Service,"ArcGIS Server,Data,Dynamic,Map Service,Service,Singlelayer",,pnp,,,,102100,,,en-us,http://gis1:6080/arcgis/rest/services/pnp/PlanSheets_Engineering_PnP/MapServer,public,0,False,0,0,0,7546,https://hrsd.maps.arcgis.com/home/item.html?id=aa6989a6499747a1a46cc5d7a01ed644
eee680813eb04c3795378c6d7c6f40be,AdminHRSD,2016-10-14,2017-05-19,,"Property_RealEstateDocs_PnP",Map Service,"ArcGIS Server,Data,Dynamic,Map Service,Service,Singlelayer","Property_RealEstateDocs.PnP",pnp,"Property_RealEstateDocs.PnP",,,102100,,,en-us,http://gis1:6080/arcgis/rest/services/pnp/Property_RealEstateDocs_PnP/MapServer,public,0,False,0,0,0,6977,https://hrsd.maps.arcgis.com/home/item.html?id=eee680813eb04c3795378c6d7c6f40be
fc090be020af466b9d04069fdf88b8a1,AdminHRSD,2016-09-22,2017-06-12,,"Interceptor System Map",Web Map,"ArcGIS Online,Explorer Web Map,Map,Online Map,Web Map",,pnp,"Map showing the HRSD Interceptor System",thumbnail/ago_downloaded.png,,,,,en-us,,public,0,False,0,0,0,6575,https://hrsd.maps.arcgis.com/home/item.html?id=fc090be020af466b9d04069fdf88b8a1
f608dc2081f54f1faa01da2aa2835197,AdminHRSD,2016-03-28,2017-05-19,,"DPU_CIB_Projects",Map Service,"ArcGIS Server,Data,Dynamic,Map Service,Multilayer,Service","These layers are meant to provide an overview of the capital improvement projects that are currently being worked on, in design, or projected in the future. They are broken into point, line and polygon projects.","CIB,Projects,City of Chesapeake,Water,Sewer",,thumbnail/ago_downloaded.png,,102747,,,en-us,http://gisdata.cityofchesapeake.net/public/rest/services/DPU_CIB_Projects/MapServer,public,0,False,0,0,0,5901,https://hrsd.maps.arcgis.com/home/item.html?id=f608dc2081f54f1faa01da2aa2835197
58200b7d2d094ebdb453043656fc9ece,AdminHRSD,2016-09-22,2017-05-19,,"ProjectTracking_Status_PnP",Map Service,"ArcGIS Server,Data,Dynamic,Map Service,Multilayer,Service",,pnp,"HRSD Project Tracking ",,,102100,,,en-us,http://gis1:6080/arcgis/rest/services/pnp/ProjectTracking_Status_PnP/MapServer,public,0,False,0,0,0,6646,https://hrsd.maps.arcgis.com/home/item.html?id=58200b7d2d094ebdb453043656fc9ece
6b460626073340e2b46ec0a0aae8a424,AdminHRSD,2016-09-22,2017-05-19,,"Interceptor System Map",Web Mapping Application,"JavaScript,Map,Mapping Site,Online Map,Ready To Use,WAB2D,Web AppBuilder,Web Map",,pnp,"Web Application showing the Interceptor system.",thumbnail/Thumb_InterceptorSystem.png,,,,,en-us,http://hrsd.maps.arcgis.com/apps/webappviewer/index.html?id=6b460626073340e2b46ec0a0aae8a424,public,0,False,0,0,0,6454,https://hrsd.maps.arcgis.com/home/item.html?id=6b460626073340e2b46ec0a0aae8a424
8199cd371f614a35b3579b380bbf12c0,AdminHRSD,2016-10-11,2017-05-19,,"Surry_SewerInfrastructure_PnP",Map Service,"ArcGIS Server,Data,Dynamic,Map Service,Multilayer,Service",,pnp,,,,102100,,,en-us,http://gis1:6080/arcgis/rest/services/pnp/Surry_SewerInfrastructure_PnP/MapServer,public,0,False,0,0,0,6585,https://hrsd.maps.arcgis.com/home/item.html?id=8199cd371f614a35b3579b380bbf12c0
d39e1a4e00db4bdeaff33f7ad6043b26,AdminHRSD,2016-10-04,2017-05-19,,"DevelopmentProjects_PnP",Map Service,"ArcGIS Server,Data,Dynamic,Map Service,Multilayer,Service",,pnp,,,,102100,,,en-us,http://gis1:6080/arcgis/rest/services/pnp/DevelopmentProjects_PnP/MapServer,public,0,False,0,0,0,6449,https://hrsd.maps.arcgis.com/home/item.html?id=d39e1a4e00db4bdeaff33f7ad6043b26
ed4a262ac9884e7a9fcd89531400f254,AdminHRSD,2016-10-04,2017-05-19,,"ROW_Maintenance_PnP",Map Service,"ArcGIS Server,Data,Dynamic,Map Service,Multilayer,Service",,pnp,,,,102100,,,en-us,http://gis1:6080/arcgis/rest/services/pnp/ROW_Maintenance_PnP/MapServer,public,0,False,0,0,0,6378,https://hrsd.maps.arcgis.com/home/item.html?id=ed4a262ac9884e7a9fcd89531400f254
946c2204ce2f4f00a5fc3f5f37c6ce71,AdminHRSD,2015-05-20,2017-03-29,,"FieldWorkerApp-MWMRM2",Web Map,"ArcGIS Online,Collector,Data Editing,Explorer Web Map,Map,Offline,Online Map,Web Map",,"Field Worker,HRSD,Prod","Field Worker Application Webmap for HRSD",thumbnail/ago_downloaded.png,,,,,en-us,,shared,0,False,0,0,0,5023,https://hrsd.maps.arcgis.com/home/item.html?id=946c2204ce2f4f00a5fc3f5f37c6ce71
a1e0b34b05db41108627f127e90ad1f9,AdminHRSD,2017-01-12,2017-05-19,,"Interceptor_InDesign_PnP",Map Service,"ArcGIS Server,Data,Dynamic,Map Service,Service,Singlelayer",,pnp,"From HRSD Project Tracking layer - Interceptors currently in Design",,,102100,,,en-us,http://gis1:6080/arcgis/rest/services/pnp/Interceptor_InDesign_PnP/MapServer,public,0,False,0,0,0,4493,https://hrsd.maps.arcgis.com/home/item.html?id=a1e0b34b05db41108627f127e90ad1f9
7569918e9e8d42518e061451681f9166,cmccormick_HRSD,2016-11-29,2016-12-12,"payment_locations","payment_locations",Feature Service,"ArcGIS Server,Data,Feature Access,Feature Service,Metadata,Multilayer,Service,Hosted Service",,"payment,hrubs,bill,ArcGIS,Service Definition,.sd","Places you can pay your HRSD or HRUBS bill.",thumbnail/thumbnail.png,,GCS_WGS_1984,,,en-us,http://services.arcgis.com/UdWFYYQtp7XJUBJy/arcgis/rest/services/payment_locations/FeatureServer,public,0,False,0,0,0,3506,https://hrsd.maps.arcgis.com/home/item.html?id=7569918e9e8d42518e061451681f9166
06175089f94d48c297e13724db6c4dba,cmccormick_HRSD,2016-11-29,2016-12-09,,"Payment Locations",Web Map,"ArcGIS Online,Explorer Web Map,Map,Online Map,useOnly,Web Map",,"payment,bill,drop box","Payment locations",thumbnail/ago_downloaded.png,,,,,en-us,,public,0,False,0,0,0,3846,https://hrsd.maps.arcgis.com/home/item.html?id=06175089f94d48c297e13724db6c4dba
87c12589bc954dd9a2b81edcebd20d8b,AdminHRSD,2013-05-01,2017-05-19,"agol_topographic_basemap_1367438517288","AGOL Topographic Basemap",Web Map,"ArcGIS Online,Explorer Web Map,Map,Online Map,Web Map","<span style='line-height: 115%; font-family: &quot;Calibri&quot;,&quot;sans-serif&quot;; font-size: 11pt; mso-fareast-font-family: Calibri; mso-bidi-theme-font: minor-latin; mso-ascii-theme-font: minor-latin; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;'><font color='#000000'>For more details, please visit - </font></span><span style='line-height: 115%; font-family: &quot;Calibri&quot;,&quot;sans-serif&quot;; font-size: 11pt; mso-fareast-font-family: Calibri; mso-bidi-font-family: &quot;Times New Roman&quot;; mso-bidi-theme-font: minor-bidi; mso-ascii-theme-font: minor-latin; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;'><a href='http://www.arcgis.com/home/item.html?id=86de95d4e0244cba80f0fa2c9403a7b2'><font color='#0000ff'>http://www.arcgis.com/home/item.html?id=86de95d4e0244cba80f0fa2c9403a7b2</font></a></span>","Basemap,basemap,topo maps,topographic",,thumbnail/ago_downloaded.png,,,,,en-us,,public,0,False,0,0,0,2985,https://hrsd.maps.arcgis.com/home/item.html?id=87c12589bc954dd9a2b81edcebd20d8b
3e8e7abd0736425eb95b91666e2c71eb,AdminHRSD,2013-05-01,2017-05-19,,"AGOL National Geographic Basemap",Web Map,"ArcGIS Online,Explorer Web Map,Map,Online Map,Web Map","<span style='line-height: 115%; font-family: &quot;Calibri&quot;,&quot;sans-serif&quot;; font-size: 11pt; mso-fareast-font-family: Calibri; mso-bidi-theme-font: minor-latin; mso-ascii-theme-font: minor-latin; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;'><font color='#000000'>For more details, please visit - </font></span><span style='line-height: 115%; font-family: &quot;Calibri&quot;,&quot;sans-serif&quot;; font-size: 11pt; mso-fareast-font-family: Calibri; mso-bidi-font-family: &quot;Times New Roman&quot;; mso-bidi-theme-font: minor-bidi; mso-ascii-theme-font: minor-latin; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;'><a href='http://www.arcgis.com/home/item.html?id=86de95d4e0244cba80f0fa2c9403a7b2'><font color='#0000ff'>http://www.arcgis.com/home/item.html?id=86de95d4e0244cba80f0fa2c9403a7b2</font></a></span>","Basemap,basemap,terrain",,thumbnail/ago_downloaded.png,,,,,en-us,,public,0,False,0,0,0,3010,https://hrsd.maps.arcgis.com/home/item.html?id=3e8e7abd0736425eb95b91666e2c71eb
153034b7a6474c39aad8a39f70770cdd,AdminHRSD,2013-05-01,2017-05-19,,"AGOL Light Gray Canvas Basemap",Web Map,"ArcGIS Online,Explorer Web Map,Map,Online Map,Web Map","<span style='line-height: 115%; font-family: &quot;Calibri&quot;,&quot;sans-serif&quot;; font-size: 11pt; mso-fareast-font-family: Calibri; mso-bidi-theme-font: minor-latin; mso-ascii-theme-font: minor-latin; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;'><font color='#000000'>For more details, please visit - </font></span><span style='line-height: 115%; font-family: &quot;Calibri&quot;,&quot;sans-serif&quot;; font-size: 11pt; mso-fareast-font-family: Calibri; mso-bidi-font-family: &quot;Times New Roman&quot;; mso-bidi-theme-font: minor-bidi; mso-ascii-theme-font: minor-latin; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;'><a href='http://www.arcgis.com/home/item.html?id=86de95d4e0244cba80f0fa2c9403a7b2'><font color='#0000ff'>http://www.arcgis.com/home/item.html?id=86de95d4e0244cba80f0fa2c9403a7b2</font></a></span>","Basemap,basemap,gray,canvas.",,thumbnail/ago_downloaded.png,,,,,en-us,,public,0,False,0,0,0,2681,https://hrsd.maps.arcgis.com/home/item.html?id=153034b7a6474c39aad8a39f70770cdd
718686e1801c4b6abd9edbbf8e74df42,AdminHRSD,2017-01-26,2017-05-19,,"Surry_ParcelResearch_PnP",Map Service,"ArcGIS Server,Data,Dynamic,Map Service,Multilayer,Service",,pnp,,,,102747,,,en-us,http://gis1:6080/arcgis/rest/services/pnp/Surry_ParcelResearch_PnP/MapServer,public,0,False,0,0,0,4175,https://hrsd.maps.arcgis.com/home/item.html?id=718686e1801c4b6abd9edbbf8e74df42
444e5e35bf2f48a4aa460745e80f10ef,cmccormick_HRSD,2016-11-30,2017-02-27,,"Payment Locations",Web Mapping Application,"JavaScript,Map,Mapping Site,Online Map,Ready To Use,WAB2D,Web AppBuilder,Web Map,Registered App,App Proxy",,"payment,bill,drop box","Web app that allows user to find closest payment location",thumbnail/ago_downloaded.png,,,,,en-us,http://hrsd.maps.arcgis.com/apps/webappviewer/index.html?id=444e5e35bf2f48a4aa460745e80f10ef,public,0,False,0,0,0,3648,https://hrsd.maps.arcgis.com/home/item.html?id=444e5e35bf2f48a4aa460745e80f10ef
ad56a6f75a664190a650e4a4ec4e4fc9,AdminHRSD,2013-05-01,2017-05-19,"agol_terrain_basemap_1367438381591","AGOL Terrain Basemap",Web Map,"ArcGIS Online,Explorer Web Map,Map,Online Map,Web Map","<span style='line-height: 115%; font-family: &quot;Calibri&quot;,&quot;sans-serif&quot;; font-size: 11pt; mso-fareast-font-family: Calibri; mso-bidi-theme-font: minor-latin; mso-ascii-theme-font: minor-latin; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;'><font color='#000000'>For more details, please visit - </font></span><span style='line-height: 115%; font-family: &quot;Calibri&quot;,&quot;sans-serif&quot;; font-size: 11pt; mso-fareast-font-family: Calibri; mso-bidi-font-family: &quot;Times New Roman&quot;; mso-bidi-theme-font: minor-bidi; mso-ascii-theme-font: minor-latin; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;'><a href='http://www.arcgis.com/home/item.html?id=86de95d4e0244cba80f0fa2c9403a7b2'><font color='#0000ff'>http://www.arcgis.com/home/item.html?id=86de95d4e0244cba80f0fa2c9403a7b2</font></a></span>","Basemap,basemap,terrain",,thumbnail/ago_downloaded.png,,,,,en-us,,public,0,False,0,0,0,2733,https://hrsd.maps.arcgis.com/home/item.html?id=ad56a6f75a664190a650e4a4ec4e4fc9
183e02251b3c4fbfbe465b9dec25d7d6,AdminHRSD,2013-10-04,2017-05-19,,"Aerial Basemap - VBMP",Web Map,"ArcGIS Online,Explorer Web Map,Map,Online Map,Web Map",,"aerial,photo,basemap","Most recent aerial photography from the Virginia Base Mapping Program",thumbnail/ago_downloaded.png,,,,,en-us,,public,0,False,0,0,0,3232,https://hrsd.maps.arcgis.com/home/item.html?id=183e02251b3c4fbfbe465b9dec25d7d6
2a6919b57a5d4945a930e7fbe518e431,AdminHRSD,2015-03-25,2017-05-19,,"Basemap_Local_Data",Web Map,"ArcGIS Online,Explorer Web Map,Map,Online Map,Web Map","Local data basemap","basemap,local","Local Data Basemap",thumbnail/ago_downloaded.png,,,,,en-us,,public,0,False,0,0,0,3204,https://hrsd.maps.arcgis.com/home/item.html?id=2a6919b57a5d4945a930e7fbe518e431
524a341d871e4d598914ea5dcf9bf4e5,AdminHRSD,2017-01-20,2017-05-19,,"Aerial Basemap With Street Labels",Web Map,"ArcGIS Online,Explorer Web Map,Map,Offline,Online Map,Web Map",,"basemap,aerial","Aerial Basemap with World Transportation (labels)",thumbnail/ago_downloaded.png,,,,,en-us,,public,0,False,0,0,0,3197,https://hrsd.maps.arcgis.com/home/item.html?id=524a341d871e4d598914ea5dcf9bf4e5
07fa95d8cca74bc7a7d4b52084e0a922,rbohonHRSD,2015-06-04,2015-06-08,,"CommunityEducationData",Feature Service,"ArcGIS Server,Data,Feature Access,Feature Service,Multilayer,Service,Hosted Service",,data,,thumbnail/ago_downloaded.png,,,,,en-us,http://services.arcgis.com/UdWFYYQtp7XJUBJy/arcgis/rest/services/CommunityEducationData/FeatureServer,public,0,False,0,0,0,3647,https://hrsd.maps.arcgis.com/home/item.html?id=07fa95d8cca74bc7a7d4b52084e0a922
d398c2d09b1f4f44ae123dfd4367521f,AdminHRSD,2016-02-09,2017-05-19,,"SS Preventive Maintenance Map",Web Map,"ArcGIS Online,Collector,Data Editing,Explorer Web Map,Map,Online Map,Web Map","Web map used to capture the preventive maintenance information for the South Shore Interceptor Operations dept.","ss,pm","Web map used to capture the preventive maintenance information for the South Shore Interceptor Operations dept.",thumbnail/Thumb-PreventiveMaintenance.jpg,,,,,en-us,,private,0,False,0,0,0,3129,https://hrsd.maps.arcgis.com/home/item.html?id=d398c2d09b1f4f44ae123dfd4367521f
9c6d28fe582c4cbfaead74814a4a265a,AdminHRSD,2013-10-01,2017-05-26,,"North Shore Gravity Cleaning",Web Map,"ArcGIS Online,Collector,Data Editing,Explorer Web Map,Map,Online Map,Web Map",,"gravity,cleaning,ns,NS","North Shore Interceptor Operations Gravity Cleaning Web Map",thumbnail/Thumb-NS-Gravity-Cleaning_broom2.jpg,,,,,en-us,,private,0,False,0,0,0,2602,https://hrsd.maps.arcgis.com/home/item.html?id=9c6d28fe582c4cbfaead74814a4a265a
0a4def7405df4e2ebd21091f28f00159,AdminHRSD,2014-09-11,2017-05-19,,"North Shore PM",Web Map,"ArcGIS Online,Collector,Data Editing,Explorer Web Map,Map,Online Map,Web Map",,"NS,PM,Interceptor,Operations,Ops","Web Map enabling the capture of Preventative Maintenance information for North Shore Interceptor Operations.",thumbnail/Thumb-PreventiveMaintenance.jpg,,,,,en-us,,private,0,False,0,0,0,2573,https://hrsd.maps.arcgis.com/home/item.html?id=0a4def7405df4e2ebd21091f28f00159
6a6e0b19a42549e798e192387e8afd4a,AdminHRSD,2013-10-11,2017-05-19,,"Valve Ops - Special Venting - NS",Web Map,"ArcGIS Online,Collector,Data Editing,Explorer Web Map,Map,Online Map,Web Map",,"Valve,Op,valve,special,vent,venting,NS,NS Ops","Mobile map to capture valve operations and special air venting",thumbnail/Thumb_ValveOpSpecialVenting.jpg,,,,,en-us,,private,0,False,0,0,0,2404,https://hrsd.maps.arcgis.com/home/item.html?id=6a6e0b19a42549e798e192387e8afd4a
1c6b28eb6d524cceba7b4665b076f50f,AdminHRSD,2016-08-25,2017-01-23,,"HRSD Public Map",Web Map,"ArcGIS Online,Explorer Web Map,Map,Online Map,Web Map",,"HRSD,public",,thumbnail/ago_downloaded.png,,,,,en-us,,public,0,False,0,0,0,2562,https://hrsd.maps.arcgis.com/home/item.html?id=1c6b28eb6d524cceba7b4665b076f50f
a8de89dc534446b3807560140aa4211e,AdminHRSD,2013-10-23,2017-05-19,,"Valve Ops - Special Venting - SS",Web Map,"ArcGIS Online,Collector,Data Editing,Explorer Web Map,Map,Online Map,useOnly,Web Map","Mobile map to capture valve operations and special air venting for South Shore Interceptor Operations.","Valve,Op,valve,special,vent,venting,SS,SS Ops,secured","Mobile map to capture valve operations and special air venting",thumbnail/Thumb_ValveOpSpecialVenting.jpg,,,,,en-us,,private,0,False,0,0,0,1763,https://hrsd.maps.arcgis.com/home/item.html?id=a8de89dc534446b3807560140aa4211e
1f39c9d805e64470a8d21777b2a2f7c0,JulesRobichaud,2014-06-11,2014-06-11,"DamageAssessment_Inspections_edit_AGOL_Service","DamageAssessment_Inspections_edit_AGOL_Service",Feature Service,"ArcGIS Server,Data,Feature Access,Feature Service,Service,Hosted Service","Map Package containing three layers aimed at capturing damage assessment information. 
1. Pump Station Damage
2. Exposed Crossing Damage
3. Other Damage Locations","damage,Damage,inspection,inspections","Map Package containing three layers aimed at capturing damage assessment information.",thumbnail/thumbnail.png,,NAD_1983_HARN_StatePlane_Virginia_South_FIPS_4502_Feet,,,en-us,http://services.arcgis.com/UdWFYYQtp7XJUBJy/arcgis/rest/services/DamageAssessment_Inspections_edit_AGOL_Service/FeatureServer,private,0,False,0,0,0,201,https://hrsd.maps.arcgis.com/home/item.html?id=1f39c9d805e64470a8d21777b2a2f7c0
